Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Age,Sex,Job_Status,Borough_MX,Has_Anxiety,Recent_Illness_Doctor_Visit,In_Relationship
975,5.2,1.8,9.2,1.6,6.2,2.68,Low,22,Female,Not working,Venustiano Carranza,No,No,No
976,7.2,2.3,7.9,2.0,4.6,3.06,Moderate,21,Female,Not working,Benito Juarez,No,No,Yes
977,6.6,0.4,6.8,0.6,9.6,3.31,Moderate,23,Male,Part-time,Alvaro Obregon,No,No,Yes
978,6.4,2.5,7.3,2.9,4.9,3.12,Moderate,22,Female,Full-time,Magdalena Contreras,Yes,No,No
979,8.8,1.1,6.6,5.5,2.0,3.32,High,21,Female,Part-time,Xochimilco,Yes,No,Yes
980,9.6,2.4,7.7,1.1,3.2,3.3,High,22,Female,Not working,Xochimilco,No,No,No
981,6.7,3.4,7.8,3.1,3.0,2.98,Moderate,22,Male,Full-time,Iztapalapa,Yes,Yes,No
982,8.0,0.3,8.4,5.6,1.7,3.28,Moderate,23,Female,Full-time,Magdalena Contreras,Yes,Yes,Yes
983,7.9,0.5,7.9,4.6,3.1,3.38,Moderate,23,Female,Full-time,Azcapotzalco,No,No,Yes
984,8.2,3.6,8.1,0.5,3.6,3.18,High,22,Male,Part-time,Coyoacan,Yes,No,No
985,6.5,0.8,9.5,4.6,2.6,2.74,Moderate,23,Female,Full-time,Tlahuac,No,No,Yes
986,5.9,3.0,7.4,1.4,6.3,3.1,Low,25,Male,Full-time,Azcapotzalco,No,No,Yes
987,8.1,0.2,6.6,2.8,6.3,3.14,High,22,Male,Not working,Cuauhtemoc,Yes,No,No
988,6.0,3.1,7.1,3.4,4.4,2.84,Moderate,20,Male,Part-time,Iztapalapa,Yes,No,Yes
989,5.1,0.1,7.2,4.9,6.7,2.94,Low,21,Female,Not working,Alvaro Obregon,No,No,No
990,6.9,3.3,5.7,5.6,2.5,3.05,High,22,Female,Full-time,Coyoacan,Yes,No,Yes
991,8.8,3.8,8.4,1.1,1.9,3.3,High,24,Female,Full-time,Coyoacan,Yes,Yes,No
992,6.7,2.8,8.8,5.3,0.4,3.05,Moderate,24,Male,Not working,Tlalpan,Yes,No,Yes
993,6.0,3.2,8.7,0.4,5.7,2.6,Moderate,22,Male,Full-time,Venustiano Carranza,No,No,No
994,6.5,3.9,8.2,3.9,1.5,2.82,Moderate,23,Female,Part-time,Iztacalco,No,No,Yes
995,9.9,1.5,9.0,1.6,2.0,3.44,High,22,Female,Not working,Tlahuac,Yes,No,No
996,9.7,0.9,6.6,4.5,2.3,3.5,High,21,Male,Not working,Magdalena Contreras,Yes,Yes,No
997,7.0,2.4,7.2,4.5,2.9,3.0,Moderate,23,Female,Not working,Gustavo A. Madero,Yes,No,Yes
998,5.8,1.4,7.0,0.3,9.5,2.49,Low,23,Female,Full-time,Magdalena Contreras,No,No,Yes
999,7.9,3.5,5.8,3.6,3.2,3.01,High,21,Female,Not working,Benito Juarez,Yes,No,No
1000,8.5,1.6,7.5,0.0,6.4,3.63,High,23,Male,Part-time,Tlalpan,Yes,No,No
1001,8.5,2.6,5.2,2.2,5.5,3.26,High,24,Male,Part-time,Magdalena Contreras,Yes,Yes,Yes
1002,7.5,3.6,8.6,2.5,1.8,3.19,Moderate,20,Female,Part-time,Iztapalapa,Yes,No,No
1003,9.0,3.5,7.3,2.0,2.2,3.43,High,23,Female,Not working,Benito Juarez,Yes,No,Yes
1004,8.5,0.3,9.3,2.8,3.1,3.26,High,24,Male,Not working,Benito Juarez,Yes,No,Yes
1005,5.3,2.2,7.1,5.3,4.1,2.9,Low,24,Female,Full-time,Milpa Alta,No,No,No
1006,7.8,0.2,9.9,3.1,3.0,3.07,Moderate,21,Female,Not working,Iztapalapa,No,Yes,No
1007,6.5,1.9,9.3,1.8,4.5,2.92,Moderate,22,Male,Full-time,Coyoacan,No,Yes,Yes
1008,6.5,3.1,7.4,1.4,5.6,2.93,Moderate,23,Female,Not working,Iztacalco,No,Yes,Yes
1009,5.8,1.3,9.7,2.1,5.1,2.87,Low,24,Male,Full-time,Venustiano Carranza,Yes,No,Yes
1010,5.9,3.6,7.3,4.3,2.9,2.95,Low,25,Female,Full-time,Miguel Hidalgo,No,Yes,No
1011,9.9,0.2,5.5,4.3,4.1,3.32,High,23,Female,Part-time,Benito Juarez,Yes,No,Yes
1012,5.2,0.1,8.9,0.8,9.0,2.66,Low,24,Female,Full-time,Cuauhtemoc,Yes,No,Yes
1013,7.3,2.4,7.1,0.2,7.0,3.17,Moderate,22,Female,Full-time,Alvaro Obregon,No,Yes,No
1014,7.2,2.1,7.4,2.3,5.0,3.13,Moderate,22,Female,Full-time,Venustiano Carranza,No,No,No
1015,9.4,3.6,6.7,2.6,1.7,2.81,High,24,Female,Full-time,Coyoacan,Yes,No,No
1016,6.4,3.8,5.7,3.5,4.6,3.07,High,25,Male,Part-time,Coyoacan,Yes,No,Yes
1017,6.4,1.1,7.0,6.0,3.5,2.98,Moderate,25,Female,Full-time,Alvaro Obregon,No,No,No
1018,5.4,0.6,7.2,3.1,7.7,2.68,Low,21,Female,Not working,Alvaro Obregon,No,No,Yes
1019,6.3,1.3,5.4,1.8,9.2,3.1,High,21,Male,Not working,Cuauhtemoc,No,No,Yes
1020,9.5,0.0,9.1,5.1,0.3,3.05,High,25,Male,Part-time,Cuauhtemoc,No,No,Yes
1021,5.5,0.6,9.8,3.2,4.9,3.2,Low,20,Male,Full-time,Benito Juarez,No,No,No
1022,8.7,4.0,6.4,2.6,2.3,3.21,High,22,Female,Part-time,Xochimilco,Yes,No,No
1023,7.7,1.6,5.8,5.9,3.0,3.15,High,22,Male,Not working,Cuauhtemoc,Yes,Yes,No
1024,8.0,0.9,7.7,4.2,3.2,3.44,Moderate,25,Female,Part-time,Coyoacan,No,No,Yes
1025,7.6,4.0,8.1,1.6,2.7,3.02,Moderate,23,Female,Not working,Benito Juarez,No,No,Yes
1026,6.9,1.4,7.2,4.7,3.8,3.14,Moderate,23,Female,Full-time,Azcapotzalco,No,No,Yes
1027,7.4,3.2,7.9,1.9,3.6,2.99,Moderate,23,Female,Part-time,Gustavo A. Madero,Yes,No,Yes
1028,6.1,2.0,6.3,0.1,9.5,3.05,Moderate,22,Female,Not working,Venustiano Carranza,Yes,No,No
1029,8.2,2.0,7.2,5.8,0.8,3.45,High,23,Female,Part-time,Venustiano Carranza,Yes,No,Yes
1030,5.7,2.3,9.3,3.5,3.2,2.9,Low,21,Male,Not working,Benito Juarez,No,No,Yes
1031,8.6,1.5,5.5,2.7,5.7,3.49,High,21,Female,Full-time,Benito Juarez,Yes,Yes,No
1032,6.2,3.9,9.8,1.0,3.1,2.87,Moderate,22,Female,Part-time,Gustavo A. Madero,No,No,No
1033,6.7,3.6,9.8,1.7,2.2,3.06,Moderate,22,Female,Part-time,Cuauhtemoc,No,Yes,Yes
1034,8.4,1.1,8.7,0.3,5.5,2.86,High,21,Male,Not working,Milpa Alta,No,Yes,No
1035,5.2,1.5,6.8,1.9,8.6,2.38,Low,23,Male,Part-time,Milpa Alta,No,No,No
1036,6.0,1.2,9.9,2.5,4.4,2.88,Moderate,25,Male,Full-time,Milpa Alta,Yes,No,No
1037,7.2,2.3,9.9,1.1,3.5,3.31,Moderate,22,Female,Not working,Tlalpan,Yes,No,Yes
1038,8.0,0.4,8.4,0.4,6.8,3.39,Moderate,24,Female,Part-time,Tlalpan,No,No,No
1039,8.0,3.0,6.1,5.0,1.9,2.9,Moderate,22,Male,Not working,Iztapalapa,Yes,No,Yes
1040,5.7,3.8,5.4,1.2,7.9,2.81,High,24,Male,Not working,Cuauhtemoc,Yes,No,Yes
1041,6.7,2.5,7.7,0.8,6.3,2.81,Moderate,21,Female,Full-time,Iztacalco,No,No,Yes
1042,6.1,1.6,8.5,1.3,6.5,2.76,Moderate,24,Male,Full-time,Gustavo A. Madero,Yes,Yes,No
1043,6.8,1.6,9.9,5.4,0.3,2.89,Moderate,23,Male,Full-time,Coyoacan,No,No,Yes
1044,5.3,1.3,6.3,3.0,8.1,2.94,Low,23,Male,Full-time,Magdalena Contreras,No,No,No
1045,8.9,3.4,9.2,0.9,1.6,3.11,High,21,Male,Part-time,Coyoacan,No,Yes,No
1046,5.3,2.8,5.0,2.5,8.4,3.02,High,22,Male,Part-time,Coyoacan,Yes,No,Yes
1047,6.6,2.8,8.8,1.8,4.0,2.87,Moderate,25,Female,Not working,Tlalpan,Yes,No,Yes
1048,7.2,2.9,8.5,5.3,0.1,3.26,Moderate,20,Male,Not working,Cuauhtemoc,Yes,No,Yes
1049,6.1,2.6,8.0,5.5,1.8,3.01,Moderate,22,Male,Part-time,Tlahuac,No,No,Yes
1050,7.8,1.1,7.4,2.0,5.7,3.04,Moderate,23,Female,Full-time,Azcapotzalco,No,No,No
1051,7.9,3.6,7.8,3.0,1.7,3.05,Moderate,25,Female,Full-time,Alvaro Obregon,Yes,No,No
1052,6.2,2.0,6.6,1.1,8.1,2.94,Moderate,24,Female,Part-time,Gustavo A. Madero,Yes,No,No
1053,7.5,1.3,6.3,2.8,6.1,3.21,Moderate,25,Male,Full-time,Miguel Hidalgo,No,No,No
1054,5.5,3.1,9.0,4.6,1.8,2.97,Low,22,Male,Not working,Iztapalapa,Yes,No,Yes
1055,5.6,2.6,9.2,3.5,3.1,2.72,Low,23,Male,Not working,Benito Juarez,No,Yes,Yes
1056,7.6,0.1,8.2,0.5,7.6,3.56,Moderate,21,Male,Full-time,Azcapotzalco,No,No,No
1057,7.2,1.2,7.7,0.8,7.1,3.28,Moderate,22,Female,Part-time,Milpa Alta,Yes,No,Yes
1058,5.8,0.4,5.7,5.3,6.8,3.0,High,23,Male,Not working,Benito Juarez,Yes,No,Yes
1059,7.6,1.9,5.5,3.9,5.1,3.17,High,21,Female,Not working,Alvaro Obregon,Yes,No,Yes
1060,8.1,0.3,5.6,0.3,9.7,3.25,High,24,Female,Part-time,Xochimilco,Yes,No,No
1061,6.3,0.5,6.3,2.3,8.6,2.97,Moderate,23,Male,Not working,Miguel Hidalgo,Yes,Yes,No
1062,9.2,2.8,5.6,4.4,2.0,3.5,High,22,Female,Not working,Coyoacan,Yes,Yes,No
1063,6.4,2.6,6.7,6.0,2.3,2.78,Moderate,21,Female,Part-time,Azcapotzalco,Yes,No,Yes
1064,9.7,0.1,8.5,4.1,1.6,3.26,High,24,Male,Not working,Gustavo A. Madero,Yes,Yes,Yes
1065,9.2,3.9,9.9,0.1,0.9,3.48,High,23,Female,Not working,Miguel Hidalgo,Yes,No,Yes
1066,8.2,0.5,8.3,5.9,1.1,3.44,High,22,Male,Not working,Miguel Hidalgo,Yes,No,No
1067,9.6,1.8,5.2,2.2,5.2,3.55,High,21,Female,Not working,Magdalena Contreras,Yes,No,No
1068,7.3,0.2,7.1,2.8,6.6,3.27,Moderate,24,Female,Part-time,Magdalena Contreras,No,No,Yes
1069,9.6,2.6,6.6,2.7,2.5,3.37,High,22,Male,Not working,Alvaro Obregon,Yes,No,No
1070,6.8,2.7,8.3,4.3,1.9,2.58,Moderate,24,Male,Part-time,Alvaro Obregon,No,No,Yes
1071,6.3,1.3,5.6,3.9,6.9,2.97,High,23,Female,Part-time,Iztapalapa,Yes,Yes,Yes
1072,9.3,3.6,7.2,1.8,2.1,3.3,High,25,Female,Part-time,Alvaro Obregon,No,No,No
1073,5.4,2.7,9.1,1.5,5.3,3.04,Low,22,Male,Part-time,Tlalpan,No,No,No
1074,9.4,1.0,7.8,1.1,4.7,3.36,High,25,Male,Part-time,Alvaro Obregon,Yes,Yes,No
1075,5.5,3.6,9.1,4.4,1.4,2.44,Low,24,Male,Full-time,Iztapalapa,No,No,Yes
1076,7.7,0.4,8.8,3.5,3.6,3.0,Moderate,20,Male,Part-time,Coyoacan,Yes,No,Yes
1077,5.9,0.8,5.9,0.3,11.1,3.11,High,22,Female,Part-time,Magdalena Contreras,Yes,Yes,No
1078,5.1,0.2,7.9,4.9,5.9,2.82,Low,25,Female,Not working,Tlalpan,No,No,Yes
1079,6.6,1.4,8.0,1.6,6.4,3.23,Moderate,23,Female,Full-time,Miguel Hidalgo,Yes,No,No
1080,8.7,2.7,6.0,2.1,4.5,3.67,High,22,Female,Full-time,Coyoacan,No,No,No
1081,5.6,0.5,8.4,5.2,4.3,2.86,Low,23,Male,Full-time,Gustavo A. Madero,No,Yes,No
1082,5.9,0.4,9.1,3.5,5.1,2.96,Low,24,Female,Part-time,Venustiano Carranza,No,No,Yes
1083,8.1,3.1,8.5,3.6,0.7,3.12,High,23,Female,Part-time,Xochimilco,Yes,Yes,Yes
1084,8.2,1.3,9.8,0.2,4.5,3.38,High,22,Male,Not working,Iztapalapa,Yes,Yes,No
1085,7.9,0.7,8.6,1.1,5.7,3.18,Moderate,20,Male,Full-time,Tlalpan,No,No,No
1086,9.6,0.8,5.7,4.6,3.3,3.12,High,25,Male,Part-time,Gustavo A. Madero,Yes,No,No
1087,7.5,3.6,5.7,3.9,3.3,3.01,High,21,Male,Full-time,Azcapotzalco,No,No,Yes
1088,8.4,2.4,8.8,1.4,3.0,3.17,High,24,Male,Part-time,Tlalpan,Yes,Yes,Yes
1089,7.2,1.6,9.9,1.5,3.8,2.89,Moderate,20,Male,Not working,Cuauhtemoc,No,No,No
1090,7.8,1.0,9.6,1.5,4.1,2.9,Moderate,22,Male,Part-time,Coyoacan,Yes,No,Yes
1091,9.5,0.4,8.3,5.3,0.5,3.56,High,21,Male,Part-time,Coyoacan,No,Yes,Yes
1092,8.4,1.2,5.9,1.8,6.7,3.25,High,24,Male,Not working,Magdalena Contreras,Yes,Yes,No
1093,5.5,0.6,5.5,2.5,9.9,2.74,High,22,Female,Not working,Venustiano Carranza,Yes,Yes,No
1094,5.7,2.6,6.0,0.6,9.1,2.92,Low,23,Male,Full-time,Cuajimalpa de Morelos,No,No,No
1095,5.8,3.7,9.1,1.9,3.5,2.97,Low,25,Male,Full-time,Alvaro Obregon,No,Yes,Yes
1096,8.4,2.7,8.1,1.3,3.5,3.68,High,23,Female,Part-time,Cuajimalpa de Morelos,Yes,No,No
1097,5.2,1.8,9.5,3.4,4.1,2.88,Low,21,Male,Full-time,Coyoacan,No,No,Yes
1098,8.4,3.9,9.9,1.2,0.6,3.08,High,22,Female,Not working,Coyoacan,No,No,Yes
1099,6.2,3.2,5.5,4.7,4.4,2.89,High,21,Male,Part-time,Cuajimalpa de Morelos,No,Yes,No
1100,8.2,1.7,7.2,1.9,5.0,3.38,High,24,Female,Part-time,Cuauhtemoc,Yes,No,Yes
1101,8.8,3.7,9.7,0.3,1.5,3.39,High,24,Male,Not working,Iztapalapa,Yes,Yes,Yes
1102,6.3,0.3,6.3,5.5,5.6,3.06,Moderate,23,Female,Full-time,Coyoacan,Yes,Yes,No
1103,8.2,2.9,6.3,4.3,2.3,3.21,High,21,Female,Not working,Coyoacan,Yes,Yes,No
1104,8.1,0.6,9.1,1.4,4.8,3.15,High,20,Female,Not working,Alvaro Obregon,No,No,Yes
1105,8.3,1.6,8.0,0.6,5.5,3.4,High,22,Male,Not working,Iztacalco,Yes,No,Yes
1106,10.0,0.8,6.3,4.0,2.9,3.39,High,22,Male,Part-time,Iztapalapa,No,Yes,Yes
1107,9.8,3.7,7.5,2.4,0.6,3.35,High,21,Male,Not working,Coyoacan,Yes,Yes,Yes
1108,6.4,3.3,6.9,0.5,6.9,2.9,Moderate,21,Female,Part-time,Tlalpan,Yes,Yes,No
1109,6.7,3.9,8.1,2.2,3.1,2.89,Moderate,22,Female,Part-time,Coyoacan,No,No,Yes
1110,5.4,0.2,5.6,3.5,9.3,2.98,High,24,Female,Part-time,Coyoacan,Yes,Yes,No
1111,9.6,2.0,9.2,1.4,1.8,3.64,High,20,Female,Part-time,Miguel Hidalgo,No,No,No
1112,5.9,1.4,8.2,0.4,8.1,3.07,Low,22,Male,Part-time,Alvaro Obregon,No,No,No
1113,6.8,2.1,10.0,2.4,2.7,2.96,Moderate,24,Female,Part-time,Cuauhtemoc,Yes,Yes,Yes
1114,9.0,2.4,9.4,1.3,1.9,3.61,High,20,Female,Not working,Venustiano Carranza,Yes,No,Yes
1115,8.0,2.5,7.1,0.9,5.5,3.13,Moderate,22,Female,Not working,Alvaro Obregon,No,No,No
1116,6.1,2.9,6.6,3.0,5.4,3.01,Moderate,23,Female,Full-time,Xochimilco,Yes,No,No
1117,5.8,3.8,9.3,4.4,0.7,3.16,Low,23,Male,Part-time,Iztapalapa,Yes,No,Yes
1118,5.7,0.0,5.1,3.5,9.7,2.75,High,25,Female,Not working,Alvaro Obregon,Yes,Yes,No
1119,7.3,2.1,5.0,2.5,7.1,3.0,High,22,Female,Part-time,Tlalpan,Yes,Yes,Yes
1120,8.7,0.9,9.1,3.1,2.2,3.65,High,21,Male,Part-time,Cuauhtemoc,Yes,No,No
1121,6.1,0.9,8.1,5.0,3.9,2.61,Moderate,22,Female,Not working,Venustiano Carranza,No,Yes,No
1122,9.3,2.7,7.2,2.3,2.5,3.29,High,23,Female,Not working,Gustavo A. Madero,Yes,Yes,No
1123,6.0,2.5,6.8,6.0,2.7,2.5,Moderate,21,Female,Not working,Alvaro Obregon,Yes,No,No
1124,7.8,3.7,9.0,1.6,1.9,2.6,Moderate,20,Female,Part-time,Tlalpan,No,Yes,Yes
1125,8.6,2.3,7.5,1.1,4.5,2.97,High,21,Female,Part-time,Cuajimalpa de Morelos,Yes,Yes,Yes
1126,9.6,1.3,9.8,1.8,1.5,3.39,High,22,Male,Part-time,Coyoacan,No,No,No
1127,8.2,2.2,5.6,2.3,5.7,3.28,High,25,Male,Not working,Cuauhtemoc,Yes,No,Yes
1128,7.2,3.1,6.1,1.0,6.6,2.92,Moderate,22,Male,Not working,Tlalpan,Yes,No,Yes
1129,7.0,3.7,8.6,2.0,2.7,2.88,Moderate,22,Male,Not working,Cuajimalpa de Morelos,No,No,No
1130,9.9,2.7,6.4,2.9,2.1,3.49,High,20,Female,Not working,Alvaro Obregon,Yes,Yes,No
1131,5.5,3.9,5.9,3.9,4.8,2.99,High,25,Female,Part-time,Gustavo A. Madero,No,No,Yes
1132,8.9,2.7,8.1,3.8,0.5,3.14,High,23,Male,Part-time,Iztacalco,Yes,Yes,Yes
1133,5.4,1.3,6.2,5.9,5.2,3.1,Low,24,Female,Full-time,Tlalpan,Yes,No,Yes
1134,8.4,0.8,6.2,1.7,6.9,3.12,High,23,Male,Not working,Tlalpan,Yes,Yes,No
1135,7.1,0.9,5.1,5.3,5.6,3.05,High,21,Male,Not working,Xochimilco,Yes,Yes,No
1136,6.7,0.0,8.4,5.0,3.9,3.05,Moderate,23,Male,Full-time,Alvaro Obregon,No,No,No
1137,5.7,0.6,9.0,3.7,5.0,2.88,Low,21,Female,Not working,Benito Juarez,No,No,No
1138,6.5,1.5,8.8,4.9,2.3,2.88,Moderate,23,Female,Part-time,Cuauhtemoc,Yes,Yes,No
1139,7.0,3.8,7.0,4.6,1.6,3.24,Moderate,24,Male,Not working,Iztapalapa,Yes,No,Yes
1140,9.5,0.3,9.7,3.7,0.8,3.42,High,25,Male,Part-time,Tlahuac,Yes,No,No
1141,9.0,0.8,9.0,4.4,0.8,3.37,High,21,Female,Part-time,Tlalpan,Yes,No,Yes
1142,5.2,0.6,7.7,3.5,7.0,2.77,Low,24,Female,Part-time,Iztapalapa,Yes,No,No
1143,8.2,0.1,9.8,0.3,5.6,3.37,High,24,Male,Not working,Gustavo A. Madero,Yes,Yes,No
1144,8.3,3.3,5.1,3.3,4.0,3.27,High,21,Female,Part-time,Milpa Alta,No,Yes,No
1145,7.3,2.0,5.4,4.1,5.2,3.41,High,23,Female,Part-time,Cuauhtemoc,Yes,No,Yes
1146,7.4,0.6,8.2,1.0,6.8,3.11,Moderate,25,Male,Part-time,Miguel Hidalgo,No,No,Yes
1147,9.4,2.5,5.8,5.8,0.5,3.25,High,22,Male,Part-time,Cuajimalpa de Morelos,Yes,No,Yes
1148,8.1,1.0,9.0,4.8,1.1,3.22,High,23,Female,Part-time,Venustiano Carranza,No,No,Yes
1149,9.9,2.0,7.3,3.6,1.2,3.51,High,22,Female,Not working,Iztacalco,Yes,Yes,No
1150,7.7,0.4,7.1,5.1,3.7,2.94,Moderate,23,Female,Part-time,Cuauhtemoc,No,No,Yes
1151,9.3,0.4,5.5,1.6,7.2,3.29,High,21,Male,Not working,Cuajimalpa de Morelos,Yes,No,No
1152,8.1,1.4,8.9,1.3,4.3,3.27,High,23,Male,Not working,Alvaro Obregon,Yes,No,Yes
1153,8.2,0.9,8.6,5.2,1.1,3.03,High,23,Female,Not working,Cuajimalpa de Morelos,Yes,Yes,No
1154,7.1,0.6,8.5,4.6,3.2,3.11,Moderate,22,Female,Full-time,Cuauhtemoc,No,Yes,No
1155,5.5,2.0,9.1,5.6,1.8,2.95,Low,21,Female,Full-time,Miguel Hidalgo,No,No,Yes
1156,7.7,1.6,9.2,2.7,2.8,3.16,Moderate,22,Female,Not working,Tlahuac,Yes,No,No
1157,7.4,2.0,9.2,4.5,0.9,2.77,Moderate,22,Male,Not working,Iztapalapa,Yes,Yes,No
1158,7.5,2.3,6.2,4.8,3.2,2.93,Moderate,23,Female,Full-time,Alvaro Obregon,Yes,Yes,Yes
1159,7.4,1.3,5.5,1.4,8.4,3.09,High,21,Female,Part-time,Miguel Hidalgo,No,Yes,No
1160,5.8,1.8,6.5,0.2,9.7,2.92,Low,24,Female,Not working,Iztapalapa,Yes,Yes,Yes
1161,6.6,2.2,7.8,2.1,5.3,3.09,Moderate,23,Female,Full-time,Gustavo A. Madero,No,Yes,Yes
1162,6.9,1.0,6.2,2.7,7.2,3.02,Moderate,20,Female,Part-time,Xochimilco,No,Yes,No
1163,8.8,0.8,8.5,0.1,5.8,3.61,High,25,Male,Not working,Gustavo A. Madero,Yes,No,No
1164,6.7,2.3,6.0,4.5,4.5,2.92,Moderate,21,Male,Not working,Tlalpan,Yes,No,Yes
1165,5.3,3.4,6.0,5.2,4.1,3.06,Low,22,Female,Not working,Iztapalapa,No,Yes,Yes
1166,6.6,3.6,5.6,1.1,7.1,2.82,High,24,Male,Not working,Iztapalapa,No,Yes,No
1167,7.5,0.3,6.0,5.7,4.5,3.11,Moderate,21,Female,Part-time,Alvaro Obregon,No,No,Yes
1168,9.6,2.2,6.3,4.1,1.8,3.49,High,25,Male,Full-time,Venustiano Carranza,No,Yes,Yes
1169,8.3,4.0,6.3,3.6,1.8,3.36,High,20,Female,Not working,Cuauhtemoc,Yes,Yes,No
1170,7.5,1.2,5.8,1.7,7.8,3.25,High,20,Male,Part-time,Iztapalapa,Yes,Yes,No
1171,6.9,3.0,7.7,0.5,5.9,3.17,Moderate,23,Male,Full-time,Iztapalapa,No,Yes,Yes
1172,8.2,3.2,7.3,1.9,3.4,3.2,High,20,Female,Not working,Iztapalapa,No,Yes,Yes
1173,5.5,3.5,8.9,1.0,5.1,2.3,Low,23,Male,Part-time,Gustavo A. Madero,No,No,Yes
1174,8.1,3.8,7.9,2.3,1.9,3.72,High,21,Female,Part-time,Coyoacan,Yes,No,No
1175,5.3,0.3,5.9,0.2,12.3,2.97,High,22,Male,Not working,Coyoacan,Yes,Yes,Yes
1176,5.7,3.3,5.8,1.8,7.4,3.04,High,23,Male,Full-time,Gustavo A. Madero,Yes,Yes,Yes
1177,6.2,1.5,6.3,2.9,7.1,2.97,Moderate,23,Male,Full-time,Magdalena Contreras,Yes,No,Yes
1178,5.3,0.6,5.3,3.8,9.0,2.79,High,22,Female,Not working,Tlalpan,Yes,No,Yes
1179,5.3,3.3,7.6,3.2,4.6,2.55,Low,22,Female,Full-time,Tlalpan,No,No,Yes
1180,6.0,1.3,8.0,1.3,7.4,2.95,Moderate,22,Male,Full-time,Iztapalapa,Yes,No,Yes
1181,5.6,3.9,5.1,4.8,4.6,2.7,High,21,Male,Not working,Venustiano Carranza,Yes,No,Yes
1182,5.7,0.6,8.5,3.9,5.3,3.05,Low,24,Male,Not working,Cuajimalpa de Morelos,Yes,No,Yes
1183,8.9,3.7,8.5,0.5,2.4,3.46,High,21,Female,Not working,Gustavo A. Madero,Yes,No,No
1184,6.0,0.3,8.5,2.4,6.8,2.81,Moderate,23,Male,Full-time,Coyoacan,Yes,No,Yes
1185,9.6,2.6,5.5,5.7,0.6,3.28,High,23,Male,Part-time,Coyoacan,Yes,Yes,Yes
1186,7.0,0.2,7.5,0.7,8.6,2.81,Moderate,20,Female,Part-time,Iztapalapa,Yes,No,Yes
1187,7.0,1.4,8.9,4.8,1.9,2.97,Moderate,23,Female,Part-time,Gustavo A. Madero,No,No,Yes
1188,6.9,0.6,9.0,4.2,3.3,2.83,Moderate,24,Male,Part-time,Gustavo A. Madero,Yes,Yes,Yes
1189,6.0,1.5,5.5,3.8,7.2,2.8,High,22,Male,Not working,Iztapalapa,Yes,Yes,Yes
1190,7.9,3.6,7.8,0.8,3.9,3.45,Moderate,24,Male,Part-time,Benito Juarez,No,No,No
1191,6.9,3.4,8.2,3.6,1.9,3.37,Moderate,22,Female,Not working,Cuauhtemoc,No,Yes,No
1192,8.8,2.4,5.8,4.8,2.2,3.38,High,23,Male,Part-time,Venustiano Carranza,No,Yes,No
1193,8.6,0.3,7.3,1.0,6.8,3.51,High,24,Female,Not working,Benito Juarez,Yes,No,Yes
1194,8.1,2.7,9.2,0.9,3.1,2.78,High,22,Female,Not working,Iztapalapa,No,Yes,Yes
1195,5.6,3.4,5.8,5.8,3.4,2.84,High,23,Male,Full-time,Venustiano Carranza,No,No,No
1196,9.9,0.4,6.5,3.8,3.4,3.73,High,20,Male,Part-time,Tlalpan,Yes,Yes,Yes
1197,6.8,3.7,5.3,3.3,4.9,3.37,High,23,Male,Full-time,Miguel Hidalgo,Yes,Yes,No
1198,6.3,1.5,9.2,1.2,5.8,3.15,Moderate,20,Male,Part-time,Iztapalapa,No,Yes,Yes
1199,9.1,2.3,8.8,2.7,1.1,3.43,High,22,Male,Not working,Tlalpan,Yes,Yes,No
1200,9.3,1.7,9.8,1.4,1.8,3.12,High,21,Female,Part-time,Azcapotzalco,Yes,Yes,Yes
1201,5.7,1.6,9.8,1.9,5.0,2.72,Low,23,Male,Full-time,Cuauhtemoc,No,No,No
1202,8.6,1.2,8.9,2.3,3.0,3.24,High,22,Male,Not working,Xochimilco,Yes,No,Yes
1203,7.4,3.1,6.9,2.7,3.9,2.82,Moderate,25,Male,Full-time,Tlalpan,Yes,No,No
1204,7.6,3.2,6.8,3.1,3.3,2.87,Moderate,22,Male,Not working,Benito Juarez,Yes,Yes,Yes
1205,8.4,1.1,6.4,5.6,2.5,3.37,High,21,Male,Part-time,Venustiano Carranza,Yes,No,No
1206,8.2,0.1,8.1,3.1,4.5,3.56,High,20,Female,Full-time,Cuajimalpa de Morelos,Yes,Yes,No
1207,7.7,1.4,5.4,1.2,8.3,3.13,High,22,Female,Part-time,Gustavo A. Madero,Yes,No,Yes
1208,7.3,0.2,5.2,4.3,7.0,3.21,High,22,Male,Part-time,Iztapalapa,Yes,Yes,Yes
1209,7.7,2.0,6.2,4.5,3.6,3.07,Moderate,24,Male,Not working,Gustavo A. Madero,Yes,Yes,Yes
1210,7.3,1.1,6.2,3.9,5.5,3.0,Moderate,24,Male,Full-time,Cuauhtemoc,No,Yes,Yes
1211,8.3,3.3,7.1,0.4,4.9,3.56,High,24,Male,Part-time,Xochimilco,Yes,No,Yes
1212,5.0,2.1,5.2,3.4,8.3,2.9,High,21,Male,Full-time,Benito Juarez,Yes,Yes,No
1213,9.6,3.9,7.7,1.3,1.5,3.47,High,21,Female,Part-time,Alvaro Obregon,No,Yes,No
